,ID,HOU,GOV,SEX,SEN,AGE8,AGEBYRACE,CDNUM,EDUC18,LATINO,PARTYBYRACE,PARTYID,PARTYSEX,PHIL3,PTYIDEO7,QRACEAI,REGION,SIZEPLAC,SUBURBWHITE,VERSION,WEIGHT,SEXBYRACE,RACE2B,STANUM,ELECTSECFOREIGN18,KAVANAUGH18,TRUMP4,VOTE2016,TRUMPFP18,CONTROLHOUSE,VETVOTER,FTVOTER18,ABORTION18
2822,28304,2,2.0,2,2.0,6,3,7,1,,1,2,6,3,1,1,3,5,3,Version 1,10.5349683761597,2,1,40,1,1,3,2,1,2,2.0,2.0,3
2823,28305,1,1.0,2,1.0,8,4,4,5,,3,3,4,1,4,1,3,1,2,Version 1,.960421979427338,2,1,40,2,2,2,1,3,1,1.0,2.0,1
2825,28307,2,2.0,1,2.0,8,4,5,2,,3,4,3,3,3,1,3,3,3,Version 1,3.34513425827026,1,1,40,1,1,3,2,1,2,2.0,2.0,1
2877,28359,1,,1,,8,4,18,4,2.0,3,3,3,2,6,1,4,1,1,Version 1,1.0702805519104,1,1,36,2,1,4,2,4,1,2.0,2.0,1
2879,28361,2,,2,,6,3,14,2,2.0,1,2,6,3,1,1,4,2,3,Version 1,1.55445444583893,2,1,36,1,1,3,2,1,2,2.0,2.0,2
2880,28362,1,,2,,8,4,12,4,2.0,2,1,2,1,5,1,4,5,3,Version 1,.568332254886627,2,1,36,3,1,1,1,3,1,1.0,2.0,1
2881,28363,1,,1,,7,4,15,2,2.0,2,1,1,1,5,1,4,1,1,Version 1,1.24918484687805,1,1,36,2,2,1,1,3,1,2.0,2.0,1
2882,28364,2,,2,,8,4,10,4,2.0,2,1,2,2,7,1,4,1,2,Version 1,.829650163650513,2,1,36,3,3,4,1,1,2,2.0,2.0,1
2883,28365,1,,1,,7,8,2,3,2.0,4,1,1,2,7,2,4,3,3,Version 1,.401456207036972,3,2,36,2,2,2,1,3,1,2.0,1.0,1
2885,28367,1,,1,,3,13,2,2,2.0,8,3,3,1,4,4,4,3,3,Version 1,5.6723427772522,7,2,36,2,3,1,1,3,3,2.0,1.0,1
2886,28368,1,,2,,7,8,7,1,2.0,4,1,2,3,5,2,4,1,3,Version 1,.795376360416412,4,2,36,3,2,1,1,3,1,2.0,1.0,1
2887,28369,2,,2,,5,3,13,3,2.0,3,4,4,1,4,1,4,1,2,Version 1,1.84894514083862,2,1,36,1,1,4,1,3,1,2.0,2.0,1
2888,28370,1,,2,,1,9,6,4,1.0,7,3,4,1,4,3,4,1,3,Version 1,2.19107556343079,6,2,36,1,1,1,4,3,1,2.0,1.0,1
2889,28371,1,,1,,8,4,7,4,2.0,3,3,3,1,4,1,4,1,1,Version 1,.356760174036026,1,1,36,2,2,1,1,3,1,2.0,2.0,1
2903,28385,1,,2,1.0,3,2,1,4,,3,3,4,1,4,1,1,5,3,Version 1,4.04140329360962,2,1,24,2,2,1,1,2,1,2.0,2.0,1
2904,28386,1,,1,1.0,8,4,1,1,,2,1,1,1,5,1,1,2,3,Version 1,13.7352485656738,1,1,24,2,2,1,1,3,1,2.0,2.0,1
2905,28387,1,,2,1.0,6,3,1,2,,2,1,2,2,7,1,1,1,2,Version 1,8.54531669616699,2,1,24,2,2,1,1,3,1,1.0,2.0,1
2936,28418,2,2.0,2,2.0,8,4,2,4,,3,3,4,3,3,1,2,5,3,Version 1,1.33661866188049,2,1,33,1,1,4,2,2,2,2.0,2.0,1
2937,28419,2,2.0,1,2.0,6,3,5,2,,1,2,5,3,1,1,2,5,3,Version 1,1.75524175167084,1,1,33,1,1,3,4,1,2,2.0,2.0,2
2938,28420,1,1.0,1,1.0,8,4,7,1,,2,1,1,1,5,1,2,1,1,Version 1,2.93806624412537,1,1,33,2,2,1,1,3,1,2.0,2.0,1
2939,28421,1,1.0,2,1.0,8,4,13,1,,3,4,4,2,6,1,2,1,2,Version 1,9.3608980178833,2,1,33,2,2,1,1,3,1,1.0,2.0,1
2940,28422,1,1.0,2,1.0,8,4,14,2,,3,3,4,1,4,1,2,1,2,Version 1,.520072102546692,2,1,33,2,2,1,1,3,1,2.0,2.0,1
2941,28423,2,2.0,1,2.0,6,3,15,1,,1,2,5,1,2,1,2,1,1,Version 1,15.4896841049194,1,1,33,3,1,3,2,1,2,2.0,1.0,1
2943,28425,2,2.0,1,2.0,8,4,8,4,,3,3,3,1,4,1,2,1,1,Version 1,.839037895202637,1,1,33,1,1,4,2,1,2,2.0,2.0,2
2944,28426,1,2.0,1,1.0,8,4,12,2,,2,1,1,1,5,1,2,1,1,Version 1,2.61172580718994,1,1,33,2,2,1,1,3,1,2.0,2.0,2
2946,28428,1,2.0,1,1.0,6,3,13,2,,2,1,1,2,7,1,2,1,1,Version 1,4.58973217010498,1,1,33,2,2,1,1,2,1,2.0,2.0,1
2947,28429,1,1.0,1,1.0,6,3,9,5,,2,1,1,2,7,1,2,2,3,Version 1,3.52553725242615,1,1,33,2,2,1,1,3,1,2.0,2.0,1
2948,28430,1,1.0,1,1.0,8,4,9,4,,2,1,1,1,5,1,2,2,3,Version 1,1.67807579040527,1,1,33,2,2,1,1,3,1,2.0,2.0,1
2949,28431,1,1.0,1,1.0,5,3,3,3,,2,1,1,1,5,1,2,3,3,Version 1,3.73973321914673,1,1,33,2,2,1,1,3,1,2.0,2.0,1
2950,28432,4,1.0,2,1.0,6,3,9,2,,3,3,4,1,4,1,2,2,3,Version 1,5.33673858642578,2,1,33,2,2,1,1,3,1,1.0,2.0,1
3048,28530,2,,1,,6,3,4,1,,3,3,3,3,3,1,3,5,3,Version 1,5.20169496536255,1,1,1,1,1,4,2,2,2,2.0,2.0,1
3049,28531,2,,2,,8,4,1,1,,1,2,6,3,1,1,3,1,2,Version 1,.807529509067535,2,1,1,2,3,3,2,1,2,2.0,2.0,1
3050,28532,1,,1,,2,1,7,5,,2,1,1,2,7,1,3,2,3,Version 1,3.10177946090698,1,1,1,1,3,2,3,3,1,2.0,2.0,1
3051,28533,1,,1,,8,8,1,1,,4,1,1,2,7,2,3,2,3,Version 1,.551008284091949,3,2,1,2,1,2,1,2,1,2.0,2.0,3
3052,28534,1,,2,,7,8,2,1,,4,1,2,2,7,2,3,1,3,Version 1,.645473957061768,4,2,1,2,2,1,1,3,1,2.0,2.0,1
3053,28535,2,,2,,4,2,5,1,,3,3,4,3,3,1,3,5,3,Version 1,3.52305221557617,2,1,1,1,1,3,2,1,2,2.0,2.0,2
3054,28536,2,,2,,4,2,3,5,,1,2,6,3,1,1,3,2,3,Version 1,1.09859871864319,2,1,1,1,1,3,2,1,2,2.0,2.0,2
3055,28537,2,,2,,8,4,7,4,,3,3,4,3,3,1,3,1,2,Version 1,.230610147118568,2,1,1,3,1,3,2,1,2,2.0,2.0,2
3225,28707,1,,1,,1,9,2,4,1.0,7,3,3,3,3,3,1,5,3,Version 1,3.46215009689331,5,2,29,1,1,4,2,2,2,2.0,1.0,1
3226,28708,1,,2,,3,10,1,4,1.0,6,1,2,1,5,3,1,5,3,Version 1,2.76312494277954,6,2,29,2,2,1,1,3,1,2.0,2.0,1
3227,28709,1,,1,,8,4,1,4,2.0,1,2,5,3,1,1,1,3,3,Version 1,.898030042648315,1,1,29,1,1,3,2,1,2,2.0,2.0,3
3228,28710,1,,1,,8,4,3,5,2.0,2,1,1,1,5,1,1,3,3,Version 1,.183862075209618,1,1,29,1,1,3,3,1,2,2.0,2.0,1
3229,28711,1,,2,,7,13,3,3,2.0,8,1,2,1,5,6,1,5,3,Version 1,.206394642591476,7,2,29,2,2,1,1,3,1,1.0,2.0,1
3230,28712,1,,1,,8,4,3,3,2.0,1,2,5,3,1,1,1,4,3,Version 1,.826461672782898,1,1,29,1,1,3,2,1,2,2.0,2.0,2
3232,28714,1,,1,,8,4,1,5,2.0,2,1,1,2,7,1,1,3,3,Version 1,.73544830083847,1,1,29,2,2,1,1,3,1,2.0,2.0,1
3233,28715,1,,1,,8,4,3,2,2.0,2,1,1,1,5,1,1,5,3,Version 1,.349419265985489,1,1,29,1,2,1,3,4,1,2.0,2.0,1
3234,28716,1,,2,,8,12,3,2,1.0,7,3,4,2,6,1,1,4,3,Version 1,.390024065971375,6,2,29,2,2,1,3,3,1,2.0,2.0,1
3235,28717,1,,2,,8,4,2,5,2.0,3,3,4,1,4,1,1,1,2,Version 1,.292899131774902,2,1,29,2,2,1,1,3,1,2.0,2.0,1
3236,28718,1,,2,,8,4,1,1,2.0,2,1,2,2,7,1,1,3,3,Version 1,1.25238192081451,2,1,29,2,2,1,1,3,1,2.0,2.0,1
3237,28719,1,,2,,6,11,1,5,1.0,1,2,6,3,1,3,1,3,3,Version 1,1.05297744274139,6,2,29,2,1,3,2,2,2,2.0,2.0,1
3238,28720,1,,2,,2,9,3,4,1.0,7,4,4,3,3,3,1,2,3,Version 1,3.27825403213501,6,2,29,1,1,3,2,1,2,2.0,2.0,2
3239,28721,1,,1,,6,11,1,4,1.0,7,4,3,3,3,4,1,3,3,Version 1,.829335927963257,5,2,29,1,1,3,2,1,2,2.0,2.0,2
3240,28722,1,,2,,6,11,3,2,1.0,1,2,6,3,1,3,1,5,3,Version 1,.685411095619202,6,2,29,1,1,3,2,1,2,2.0,2.0,1
3241,28723,1,,2,,7,4,1,2,2.0,3,3,4,3,3,1,1,3,3,Version 1,.81864857673645,2,1,29,1,1,3,2,1,2,2.0,2.0,2
3242,28724,1,,1,,6,3,2,5,,2,1,1,2,7,1,2,2,3,Version 1,.394484370946884,1,1,25,2,2,1,1,1,1,2.0,2.0,1
3243,28725,1,,2,,1,9,3,2,,6,1,2,2,7,3,2,5,3,Version 1,1.37275409698486,6,2,25,1,1,2,4,3,1,2.0,1.0,1
3244,28726,1,,1,,8,4,3,4,,2,1,1,2,7,1,2,5,3,Version 1,.800260782241821,1,1,25,2,2,1,1,3,1,2.0,2.0,1
3245,28727,1,,1,,7,4,3,2,,3,3,3,1,4,1,2,5,3,Version 1,.627407193183899,1,1,25,2,2,1,1,3,1,2.0,2.0,1
3246,28728,1,,1,,8,4,2,2,,2,1,1,1,5,1,2,1,1,Version 1,.426603883504868,1,1,25,2,1,4,1,1,1,2.0,2.0,1
3248,28730,2,,2,,6,13,2,5,,1,2,6,1,2,5,2,2,3,Version 1,.756670475006104,7,2,25,3,1,3,2,1,2,2.0,2.0,1
3249,28731,2,,1,,8,4,2,2,,1,2,5,2,2,1,2,2,3,Version 1,.426603883504868,1,1,25,1,1,3,2,1,2,2.0,2.0,2
3250,28732,2,,2,,8,4,1,1,,1,2,6,3,1,1,2,2,3,Version 1,.58474212884903,2,1,25,1,1,3,2,1,2,1.0,2.0,1
3345,28828,2,,1,,6,3,2,5,,3,3,3,1,4,1,1,1,1,Version 1,1.77924752235413,1,1,42,1,1,2,3,3,3,2.0,2.0,1
3346,28829,2,,1,,8,4,1,1,,1,2,5,3,1,1,1,5,3,Version 1,1.48276603221893,1,1,42,3,1,3,2,1,2,1.0,2.0,1
3347,28830,1,,2,,6,11,4,4,,6,1,2,1,5,3,1,1,3,Version 1,.415304839611053,6,2,42,2,2,2,1,2,1,2.0,2.0,2
3348,28831,2,,2,,6,3,3,4,,1,2,6,3,1,1,1,2,3,Version 1,.889077484607697,2,1,42,1,1,4,2,2,1,2.0,2.0,2
3349,28832,1,,2,,3,2,2,2,,2,1,2,2,7,1,1,2,3,Version 1,5.78801536560059,2,1,42,2,2,1,1,3,1,2.0,1.0,1
3350,28833,1,,2,,8,4,2,5,,3,3,4,1,4,1,1,2,3,Version 1,.806440949440002,2,1,42,1,3,1,1,3,1,1.0,2.0,1
3351,28834,2,,2,,8,4,2,1,,1,2,6,1,2,1,1,2,3,Version 1,2.36210179328918,2,1,42,2,1,4,2,2,2,2.0,2.0,1
3353,28836,2,,1,,6,3,4,5,,1,2,5,3,1,1,1,2,3,Version 1,.304707884788513,1,1,42,1,1,3,2,1,2,2.0,2.0,2
3354,28837,1,,2,,8,4,1,5,,3,3,4,1,4,1,1,1,2,Version 1,.806440949440002,2,1,42,2,1,2,3,3,3,2.0,2.0,1
3355,28838,2,,2,,6,3,3,5,,1,2,6,3,1,1,1,2,3,Version 1,.485411047935486,2,1,42,1,1,3,2,1,2,2.0,2.0,2
3356,28839,2,,1,,1,1,3,2,,1,2,5,3,1,1,1,2,3,Version 1,7.25228881835938,1,1,42,3,2,2,4,4,2,2.0,1.0,2
3357,28840,2,,2,,7,4,2,5,,1,2,6,3,1,1,1,1,2,Version 1,.406232446432114,2,1,42,1,1,3,2,1,2,2.0,2.0,1
3359,28842,1,,2,,8,4,2,2,,2,1,2,2,7,1,1,2,3,Version 1,.524933874607086,2,1,42,2,2,1,1,3,1,2.0,2.0,1
3360,28843,1,,1,,5,3,1,4,,3,3,3,1,4,1,1,2,3,Version 1,2.05078387260437,1,1,42,1,2,1,1,2,1,2.0,2.0,1
3361,28844,1,,1,,6,3,2,5,,3,3,3,1,4,1,1,2,3,Version 1,.466115236282349,1,1,42,2,2,1,3,3,1,2.0,2.0,3
3362,28845,1,,1,,8,4,2,4,,3,3,3,1,4,1,1,2,3,Version 1,.211720377206802,1,1,42,2,2,1,1,3,1,2.0,2.0,1
3363,28846,1,,1,,6,3,2,2,,2,1,1,2,7,1,1,5,3,Version 1,2.65747547149658,1,1,42,2,2,1,3,3,1,2.0,2.0,2
3364,28847,1,,2,,8,13,4,2,,8,1,2,2,7,4,1,2,3,Version 1,1.45905256271362,7,2,42,2,2,1,1,2,1,1.0,2.0,1
3365,28848,1,,1,,4,2,2,2,,3,3,3,2,6,1,1,2,3,Version 1,7.66722297668457,1,1,42,3,2,1,1,3,1,2.0,2.0,1
3366,28849,2,,1,,5,3,4,4,,1,2,5,3,1,1,1,1,1,Version 1,2.99372959136963,1,1,42,1,1,2,3,3,2,2.0,2.0,1
3367,28850,2,,1,,5,3,4,5,,1,2,5,1,2,1,1,2,3,Version 1,2.45173668861389,1,1,42,3,1,2,2,3,1,2.0,2.0,1
3368,28851,2,,2,,8,4,1,5,,1,2,6,3,1,1,1,5,3,Version 1,.422531932592392,2,1,42,1,1,4,3,2,2,1.0,2.0,1
3369,28852,2,,2,,8,4,1,1,,3,3,4,2,6,1,1,5,3,Version 1,1.18105089664459,2,1,42,1,1,3,2,1,2,1.0,2.0,1
3370,28853,2,,2,,8,4,4,2,,1,2,6,3,1,1,1,2,3,Version 1,.401498764753342,2,1,42,1,1,4,2,1,2,2.0,2.0,2
3371,28854,2,,1,,8,4,2,1,,1,2,5,3,1,1,1,1,1,Version 1,.741383016109467,1,1,42,3,1,3,2,1,2,2.0,2.0,3
3374,28857,2,,1,,6,3,2,5,,3,3,3,1,4,1,1,2,3,Version 1,.609415769577026,1,1,42,3,1,1,1,3,3,2.0,2.0,1
3375,28858,2,,2,,6,3,1,3,,1,2,6,1,2,1,1,2,3,Version 1,2.18192672729492,2,1,42,1,1,4,2,1,2,2.0,2.0,1
3376,28859,2,,2,,3,2,3,5,,3,4,4,1,4,1,1,1,2,Version 1,3.04561471939087,2,1,42,1,1,2,3,4,3,2.0,2.0,2
3400,29906,1,,2,1.0,3,6,7,3,2.0,4,1,2,1,5,2,2,3,3,Version 1,.356020212173462,4,2,12,2,2,1,1,3,1,2.0,2.0,1
3401,29909,2,,2,2.0,6,3,5,5,2.0,3,4,4,3,3,1,3,1,2,Version 1,.525438666343689,2,1,44,2,1,3,2,1,2,2.0,2.0,1
3403,29912,2,,2,2.0,3,2,5,4,2.0,3,3,4,1,4,1,3,1,2,Version 1,.525438666343689,2,1,44,1,1,3,3,2,2,2.0,2.0,2
3415,29929,1,,1,1.0,5,7,4,3,2.0,5,4,3,1,4,2,3,1,3,Version 1,.735365688800812,3,2,44,2,2,2,1,3,1,2.0,2.0,1
3420,29939,2,,2,2.0,7,4,4,2,2.0,1,2,6,3,1,1,3,1,2,Version 1,2.60158729553223,2,1,44,1,1,3,2,1,2,1.0,2.0,2
3421,29940,2,,2,2.0,7,4,4,2,2.0,1,2,6,3,1,1,3,1,2,Version 1,2.60158729553223,2,1,44,1,1,3,2,1,2,1.0,2.0,2
3424,29947,2,,2,2.0,6,3,5,3,2.0,3,3,4,3,3,1,3,1,2,Version 1,.525438666343689,2,1,44,1,1,3,2,1,2,1.0,2.0,2
3426,29957,1,1.0,2,1.0,8,4,5,5,2.0,2,1,2,2,7,1,4,1,2,Version 1,.783970355987549,2,1,6,2,2,1,1,3,1,2.0,2.0,1
3428,29967,2,,1,2.0,6,3,5,2,2.0,3,4,3,3,3,1,3,1,1,Version 1,.446914434432983,1,1,44,1,1,3,2,1,2,2.0,2.0,3
3429,29974,3,,1,3.0,8,4,5,5,2.0,3,3,3,3,3,1,3,1,1,Version 1,.821553885936737,1,1,44,2,1,3,2,1,2,2.0,2.0,2
3432,29987,1,,2,1.0,8,4,5,3,2.0,2,1,2,2,7,1,3,1,2,Version 1,.710178732872009,2,1,44,2,2,1,1,3,1,2.0,2.0,1
3433,29995,1,,1,1.0,3,6,5,2,2.0,4,1,1,1,5,2,3,1,3,Version 1,.232220754027367,3,2,44,2,2,1,1,2,1,2.0,1.0,1
3434,30000,2,,2,2.0,8,4,2,4,2.0,1,2,6,3,1,1,3,1,2,Version 1,1.60097670555115,2,1,44,1,2,3,2,1,2,2.0,2.0,1
3438,30015,1,,1,1.0,7,4,6,4,2.0,3,3,3,2,6,1,3,1,1,Version 1,.65582138299942,1,1,44,2,2,1,1,3,1,2.0,2.0,1
3441,30022,1,,2,1.0,8,4,2,4,2.0,3,3,4,1,4,1,3,1,2,Version 1,1.38393795490265,2,1,44,1,3,1,1,3,1,2.0,2.0,1
3446,30036,1,1.0,2,1.0,8,13,1,5,2.0,8,1,2,2,7,4,4,2,3,Version 1,.74101310968399,7,2,6,2,2,1,1,3,1,2.0,2.0,1
3449,30045,1,,2,1.0,5,3,2,3,2.0,3,3,4,1,4,1,3,1,2,Version 1,.77641886472702,2,1,44,2,2,2,3,3,1,1.0,2.0,1
3453,30059,1,2.0,2,1.0,5,7,3,5,2.0,5,3,4,3,3,2,4,2,3,Version 1,.546245694160461,4,2,6,1,2,1,4,3,1,2.0,2.0,1
3455,30065,2,,2,2.0,1,1,10,2,2.0,1,2,6,3,1,1,3,1,2,Version 1,1.95174169540405,2,1,44,1,1,3,2,1,2,2.0,2.0,1
3458,30072,2,,2,2.0,6,3,2,5,2.0,3,4,4,3,3,1,3,1,2,Version 1,1.02393174171448,2,1,44,1,1,3,2,1,2,1.0,2.0,1
3459,30075,1,2.0,2,1.0,7,4,5,4,2.0,3,3,4,1,4,1,4,1,2,Version 1,.783970355987549,2,1,6,1,1,1,1,3,1,2.0,2.0,1
3460,30079,1,1.0,2,1.0,8,4,3,5,,2,1,2,2,7,1,4,2,3,Version 1,.74101310968399,2,1,6,2,2,1,1,3,1,1.0,2.0,1
3466,30096,1,,1,1.0,8,4,2,4,2.0,3,3,3,1,4,1,3,1,1,Version 1,1.17711532115936,1,1,44,1,2,1,1,3,1,2.0,2.0,1
3467,30100,1,1.0,2,1.0,1,5,3,2,2.0,4,1,2,2,7,2,4,2,3,Version 1,.428306609392166,4,2,6,2,2,1,1,3,1,2.0,1.0,1
3474,30116,1,1.0,2,1.0,1,1,3,2,2.0,2,1,2,2,7,1,4,2,3,Version 1,.378866195678711,2,1,6,2,2,1,3,3,1,2.0,1.0,1
3475,30117,1,1.0,1,1.0,6,7,5,5,2.0,5,3,3,1,4,2,4,1,3,Version 1,.468680441379547,3,2,6,1,2,1,1,3,1,2.0,2.0,1
3479,30125,1,,2,1.0,6,3,6,5,2.0,3,4,4,1,4,1,3,1,2,Version 1,.432576239109039,2,1,44,2,2,1,1,3,1,2.0,2.0,1
3480,30131,1,1.0,2,1.0,4,6,3,3,2.0,4,1,2,1,5,2,4,2,3,Version 1,.546245694160461,4,2,6,2,2,1,1,3,1,2.0,1.0,1
3482,30134,1,1.0,2,1.0,7,4,5,5,2.0,2,1,2,2,7,1,4,1,2,Version 1,.783970355987549,2,1,6,2,1,1,1,3,1,2.0,2.0,1
3484,30136,2,,2,2.0,4,2,1,3,2.0,2,1,2,1,5,1,3,1,2,Version 1,.644086062908173,2,1,44,1,1,3,2,1,2,1.0,2.0,1
3486,30150,1,1.0,1,1.0,3,13,3,5,2.0,8,4,3,1,4,4,4,2,3,Version 1,.391862899065018,7,2,6,2,2,1,1,3,1,2.0,1.0,1
3496,30170,1,,2,1.0,8,4,6,1,2.0,2,1,2,1,5,1,3,1,2,Version 1,.771051168441772,2,1,44,2,2,1,1,3,1,1.0,1.0,1
3503,30189,1,,1,1.0,3,2,6,5,2.0,3,3,3,2,6,1,3,1,1,Version 1,.367929816246033,1,1,44,1,3,1,1,3,1,2.0,2.0,1
3505,30191,1,,1,1.0,1,1,1,4,2.0,2,1,1,2,7,1,4,4,3,Version 1,.598356604576111,1,1,45,1,2,1,3,3,1,2.0,2.0,2
3509,30200,1,,1,1.0,6,3,12,5,2.0,2,1,1,1,5,1,4,2,3,Version 1,.505089402198792,1,1,28,2,2,1,1,3,1,2.0,1.0,1
3518,30221,1,,1,1.0,4,2,1,5,2.0,1,2,5,1,2,1,4,4,3,Version 1,.763120949268341,1,1,45,2,1,1,1,3,1,2.0,2.0,1
3521,30227,1,,2,1.0,5,7,12,4,2.0,5,3,4,1,4,2,4,2,3,Version 1,.70408022403717,4,2,28,2,1,4,1,3,1,1.0,2.0,1
3529,30245,1,,1,1.0,4,6,1,4,2.0,4,1,1,1,5,2,4,4,3,Version 1,.862704932689667,3,2,45,2,2,1,1,3,1,2.0,2.0,1
3531,30249,2,,2,2.0,6,3,1,2,2.0,1,2,6,3,1,1,3,1,2,Version 1,.644086062908173,2,1,44,1,1,3,2,1,2,2.0,2.0,2
3532,30250,2,1.0,1,1.0,4,10,27,2,1.0,1,2,5,2,2,1,4,1,3,Version 1,1.28575658798218,5,2,30,1,1,3,1,1,1,2.0,2.0,1
3535,30260,2,,1,2.0,3,2,1,2,2.0,1,2,5,3,1,1,4,1,1,Version 1,.698083102703094,1,1,28,1,1,3,2,1,2,2.0,2.0,1
3536,30262,1,,2,,3,2,6,4,2.0,2,1,2,2,7,1,3,2,3,Version 1,.0752495974302292,2,1,31,2,2,1,1,3,1,2.0,2.0,1
3541,30270,1,,1,1.0,2,1,1,4,2.0,2,1,1,2,7,1,4,4,3,Version 1,.598356604576111,1,1,45,2,2,1,1,3,1,2.0,2.0,1
3543,30274,2,,2,2.0,3,10,1,4,1.0,1,2,6,3,1,3,3,1,3,Version 1,.644086062908173,6,2,44,1,1,3,2,1,2,1.0,2.0,1
3546,30278,1,,1,,1,5,6,2,2.0,4,1,1,2,7,2,3,2,3,Version 1,.0387911945581436,3,2,31,2,2,1,4,3,1,2.0,1.0,1
3550,30287,1,,1,,2,1,2,3,2.0,3,4,3,2,6,1,3,1,1,Version 1,.41983437538147,1,1,15,2,2,1,1,3,1,2.0,1.0,1
3560,30305,2,,2,2.0,6,7,2,4,2.0,5,3,4,3,3,2,3,1,3,Version 1,.701653301715851,4,2,44,1,1,3,2,1,2,2.0,2.0,2
3561,30307,1,,2,1.0,1,5,1,2,2.0,4,1,2,2,7,2,4,4,3,Version 1,.834092080593109,4,2,45,1,2,1,1,3,1,2.0,2.0,1
3566,30313,1,,2,1.0,4,2,1,2,2.0,2,1,2,2,7,1,4,1,2,Version 1,.62280660867691,2,1,28,1,1,4,2,1,1,2.0,2.0,1
3570,30317,1,1.0,1,1.0,7,8,25,5,2.0,4,1,1,2,7,2,4,2,3,Version 1,1.37802851200104,3,2,30,2,2,1,1,3,1,1.0,2.0,1
3577,30336,1,,1,1.0,5,3,1,3,2.0,2,1,1,1,5,1,4,4,3,Version 1,.763120949268341,1,1,45,2,2,1,1,3,1,2.0,2.0,1
3580,30339,1,3.0,1,1.0,7,4,1,5,2.0,2,1,1,2,7,1,4,2,3,Version 1,.60095351934433,1,1,6,2,2,1,1,3,1,2.0,2.0,1
3582,30343,1,1.0,2,1.0,6,3,27,4,2.0,2,1,2,2,7,1,4,1,2,Version 1,1.14710938930511,2,1,30,1,1,3,1,1,1,1.0,2.0,1
3602,30383,1,,1,1.0,5,7,3,4,2.0,4,1,1,1,5,2,3,2,3,Version 1,.232220754027367,3,2,44,1,2,1,1,3,1,2.0,1.0,1
3605,30391,1,,1,,5,7,6,4,2.0,4,1,1,1,5,2,3,2,3,Version 1,.0438589416444302,3,2,31,2,2,1,1,2,1,2.0,2.0,2
3611,30398,1,,1,1.0,6,3,7,3,2.0,2,1,1,2,7,1,2,3,3,Version 1,.408436298370361,1,1,12,2,1,1,1,3,1,2.0,2.0,1
3614,30407,1,3.0,2,1.0,8,4,1,5,2.0,2,1,2,1,5,1,4,2,3,Version 1,.74101310968399,2,1,6,3,1,3,1,1,3,1.0,1.0,1
3615,30409,1,,1,,6,3,2,4,2.0,2,1,1,1,5,1,3,1,1,Version 1,.536872684955597,1,1,15,2,2,1,1,3,1,2.0,2.0,1
3617,30415,1,,2,1.0,6,7,3,5,2.0,4,1,2,2,7,2,3,2,3,Version 1,.273022651672363,4,2,44,2,2,1,1,3,1,2.0,1.0,1
3620,30422,1,,1,1.0,6,3,8,1,2.0,2,1,1,1,5,1,4,1,1,Version 1,.526134788990021,1,1,28,2,2,1,1,2,1,2.0,2.0,1
3633,30447,4,,1,2.0,6,3,2,5,2.0,3,3,3,3,3,1,4,5,3,Version 1,1.21858727931976,1,1,45,1,1,3,4,1,2,2.0,2.0,2
3634,30448,1,,2,1.0,1,5,7,3,2.0,4,1,2,1,5,2,2,3,3,Version 1,.349776804447174,4,2,12,1,2,1,3,3,1,2.0,2.0,1
3635,30449,1,,2,1.0,1,5,7,3,2.0,4,1,2,1,5,2,2,3,3,Version 1,.349776804447174,4,2,12,1,2,1,3,3,1,2.0,2.0,1
3644,30463,1,1.0,1,1.0,8,12,15,1,1.0,6,1,1,1,5,3,4,3,3,Version 1,.85881245136261,5,2,30,2,2,1,1,3,1,2.0,2.0,1
3645,30465,2,,1,2.0,5,3,1,5,2.0,1,2,5,3,1,1,4,1,1,Version 1,.698083102703094,1,1,28,1,1,3,2,1,2,2.0,2.0,1
3650,30481,1,,1,1.0,6,7,12,4,2.0,4,1,1,1,5,2,4,2,3,Version 1,.571001410484314,3,2,28,2,3,1,1,3,1,2.0,2.0,3
3652,30484,2,,2,,8,4,2,4,2.0,1,2,6,3,1,1,3,1,2,Version 1,1.3015410900116,2,1,15,1,1,3,2,1,2,2.0,2.0,2
3657,30498,2,,1,2.0,5,3,1,1,2.0,1,2,5,3,1,1,4,1,1,Version 1,.698083102703094,1,1,28,1,1,3,2,1,2,2.0,2.0,1
3659,30500,1,,2,1.0,6,3,12,5,2.0,2,1,2,2,7,1,4,2,3,Version 1,.62280660867691,2,1,28,2,2,1,1,3,1,2.0,2.0,1
3673,30528,1,,2,1.0,3,13,3,4,2.0,8,1,2,2,7,5,3,2,3,Version 1,.398425459861755,7,2,44,2,2,1,1,3,1,2.0,2.0,1
3679,30546,1,1.0,1,1.0,3,13,14,3,2.0,8,3,3,2,6,5,4,3,3,Version 1,1.16286659240723,7,2,30,2,2,1,1,1,1,2.0,1.0,1
3680,30547,2,,2,2.0,7,4,2,1,2.0,3,4,4,3,3,1,4,1,2,Version 1,1.39444613456726,2,1,28,1,1,3,2,1,2,1.0,2.0,2
3681,30548,1,,2,1.0,1,9,8,4,1.0,7,3,4,2,6,3,4,1,3,Version 1,.508684754371643,6,2,28,1,2,1,4,3,1,2.0,1.0,1
3682,30549,2,,1,2.0,3,2,4,5,2.0,3,3,3,1,4,1,4,1,1,Version 1,.951931416988373,1,1,28,2,2,2,2,1,3,2.0,2.0,1
