,ID,HOU,GOV,SEX,SEN,AGE8,AGEBYRACE,CDNUM,EDUC18,LATINO,PARTYBYRACE,PARTYID,PARTYSEX,PHIL3,PTYIDEO7,QRACEAI,REGION,SIZEPLAC,SUBURBWHITE,VERSION,WEIGHT,SEXBYRACE,RACE2B,STANUM,ATTEND16,ATTREL,BOYSGIRLS,BRNAGAIN,CHILD18,CHILDBOY,CHILDGIRL,ISSUE18,MARRIED,PARENTS,TRUMP4,WOMEN,HEALTHPRE18,GUN16,SEXUALHARASS,SEXWED,GUNOWNER12,RELIGN18
10115,47047,1,,2,1.0,6,3,1,5,2.0,3,3,4,1,4,1,4,4,3,Version 3,0.37313878536224393,2,1,7,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1,1.0,2.0,1,1,1,1,2,2.0,1.0,6.0
10122,47060,2,2.0,2,2.0,8,12,20,1,1.0,1,2,6,3,1,3,4,2,3,Version 3,1.2630476951599099,6,2,30,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3,1.0,2.0,3,2,2,3,3,2.0,1.0,3.0
10126,47065,1,1.0,1,1.0,7,4,14,2,2.0,2,1,1,2,7,1,2,1,1,Version 3,0.906966686248779,1,1,33,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1,1.0,1.0,1,1,1,1,1,1.0,2.0,1.0
10136,47088,2,2.0,1,2.0,2,1,3,4,2.0,1,2,5,3,1,1,3,2,3,Version 3,0.8167877793312069,1,1,8,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3,2.0,1.0,3,2,2,2,2,3.0,1.0,6.0
10137,47089,2,2.0,1,2.0,2,1,3,4,2.0,1,2,5,3,1,1,3,2,3,Version 3,0.8167877793312069,1,1,8,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3,2.0,1.0,3,2,2,2,2,3.0,1.0,6.0
10139,47092,2,2.0,1,2.0,8,4,11,2,2.0,1,2,5,3,1,1,3,1,1,Version 3,2.9788119792938197,1,1,8,3.0,3.0,1.0,1.0,2.0,2.0,2.0,4,2.0,1.0,1,2,2,1,1,3.0,2.0,2.0
10145,47102,2,2.0,2,,5,3,10,4,2.0,1,2,6,1,2,1,3,1,2,Version 3,0.33052244782447804,2,1,9,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2,1.0,2.0,3,2,2,1,2,2.0,2.0,1.0
10147,47107,1,1.0,1,1.0,3,2,26,4,2.0,2,1,1,2,7,1,4,2,3,Version 3,0.48962804675102206,1,1,30,3.0,1.0,4.0,2.0,1.0,2.0,1.0,1,2.0,3.0,1,2,1,1,1,3.0,2.0,3.0
10156,47124,1,1.0,1,1.0,7,4,11,1,2.0,2,1,1,1,5,1,4,3,3,Version 3,0.983917415142059,1,1,30,2.0,2.0,1.0,2.0,2.0,2.0,2.0,4,1.0,1.0,1,2,1,1,1,1.0,2.0,1.0
10165,47148,1,1.0,1,1.0,1,1,1,2,2.0,2,1,1,2,7,1,2,2,3,Version 3,0.39772182703018205,1,1,33,2.0,1.0,3.0,2.0,1.0,1.0,2.0,3,2.0,3.0,1,1,1,1,1,3.0,2.0,7.0
10166,47152,1,1.0,1,1.0,8,4,20,5,2.0,2,1,1,2,7,1,4,2,3,Version 3,0.741132616996765,1,1,30,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1,1.0,1.0,1,1,1,1,2,1.0,2.0,6.0
10167,47153,1,1.0,1,1.0,8,4,20,5,2.0,2,1,1,2,7,1,4,2,3,Version 3,0.741132616996765,1,1,30,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1,1.0,1.0,1,1,1,1,2,1.0,2.0,6.0
10168,47156,1,1.0,1,1.0,3,6,15,3,2.0,4,1,1,1,5,2,4,3,3,Version 3,0.36652159690856895,3,2,30,3.0,1.0,2.0,2.0,1.0,1.0,1.0,4,1.0,3.0,1,1,1,1,1,1.0,2.0,5.0
10169,47157,1,3.0,1,,2,1,10,5,2.0,2,1,1,1,5,1,3,1,1,Version 3,0.16669979691505402,1,1,9,2.0,1.0,1.0,1.0,2.0,2.0,2.0,4,1.0,1.0,1,1,1,1,1,1.0,1.0,3.0
10173,47165,1,1.0,1,1.0,1,1,12,2,2.0,2,1,1,2,7,1,2,3,3,Version 3,0.392687380313873,1,1,33,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1,2.0,1.0,1,1,1,1,1,3.0,2.0,3.0
10180,47181,1,,2,1.0,6,3,1,2,2.0,2,1,2,2,7,1,4,4,3,Version 3,0.37313878536224393,2,1,7,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1,1.0,2.0,1,1,1,1,2,2.0,1.0,4.0
10182,47184,1,1.0,2,1.0,8,4,11,5,2.0,2,1,2,2,7,1,4,1,2,Version 3,2.2031829357147203,2,1,36,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1,1.0,2.0,1,2,1,1,2,2.0,2.0,7.0
10183,47189,2,2.0,2,2.0,5,3,26,1,2.0,1,2,6,3,1,1,4,2,3,Version 3,0.8344303965568539,2,1,30,3.0,3.0,3.0,2.0,1.0,1.0,2.0,2,1.0,4.0,4,3,2,2,2,2.0,1.0,2.0
10191,47206,1,1.0,2,3.0,3,2,1,1,2.0,3,3,4,2,6,1,4,5,3,Version 3,0.0926070287823677,2,1,43,4.0,1.0,3.0,2.0,1.0,1.0,2.0,2,1.0,4.0,1,4,1,1,2,2.0,1.0,7.0
10200,47225,1,1.0,1,,3,2,10,1,2.0,2,1,1,2,7,1,3,1,1,Version 3,0.21317112445831302,1,1,9,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1,2.0,1.0,1,1,1,1,2,3.0,2.0,7.0
10202,47235,2,2.0,2,1.0,3,2,21,3,2.0,3,3,4,1,4,1,4,5,3,Version 3,2.88257765769959,2,1,30,3.0,1.0,2.0,2.0,1.0,1.0,1.0,2,1.0,4.0,4,3,2,2,3,2.0,1.0,3.0
10206,47244,1,1.0,1,1.0,8,4,2,4,2.0,2,1,1,2,7,1,2,2,3,Version 3,1.17081165313721,1,1,33,3.0,1.0,1.0,2.0,2.0,2.0,2.0,4,1.0,1.0,1,1,1,1,2,1.0,2.0,4.0
10207,47245,1,1.0,1,1.0,8,4,2,4,2.0,2,1,1,2,7,1,2,2,3,Version 3,1.17081165313721,1,1,33,3.0,1.0,1.0,2.0,2.0,2.0,2.0,4,1.0,1.0,1,1,1,1,2,1.0,2.0,4.0
10209,47253,2,,2,2.0,3,2,1,2,2.0,3,3,4,3,3,1,4,1,2,Version 3,0.23516382277011896,2,1,7,1.0,5.0,1.0,2.0,2.0,2.0,2.0,3,1.0,2.0,3,2,2,2,4,2.0,1.0,1.0
10214,47263,1,1.0,1,1.0,2,1,13,5,2.0,2,1,1,2,7,1,3,2,3,Version 3,0.900868833065033,1,1,8,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1,2.0,1.0,1,1,1,1,1,3.0,2.0,1.0
10215,47264,1,1.0,1,1.0,2,1,13,5,2.0,2,1,1,2,7,1,3,2,3,Version 3,0.900868833065033,1,1,8,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1,2.0,1.0,1,1,1,1,1,3.0,2.0,1.0
10218,47271,1,1.0,2,1.0,3,2,26,3,2.0,3,4,4,1,4,1,4,2,3,Version 3,0.6037418246269229,2,1,30,4.0,1.0,3.0,2.0,1.0,1.0,2.0,1,1.0,4.0,1,1,1,1,1,2.0,1.0,7.0
10224,47282,2,2.0,1,,7,4,10,1,2.0,3,3,3,1,4,1,3,1,1,Version 3,0.501099407672882,1,1,9,2.0,3.0,1.0,1.0,2.0,2.0,2.0,3,1.0,1.0,3,4,2,2,2,1.0,2.0,2.0
10228,47290,1,1.0,1,1.0,3,2,13,1,2.0,3,3,3,2,6,1,2,1,1,Version 3,0.4962317049503329,1,1,33,4.0,1.0,4.0,2.0,1.0,2.0,1.0,1,2.0,3.0,1,1,1,1,1,3.0,1.0,7.0
10230,47297,1,1.0,2,1.0,7,8,15,3,2.0,4,1,2,2,7,2,4,3,3,Version 3,1.19716012477875,4,2,30,3.0,1.0,3.0,2.0,1.0,1.0,2.0,1,1.0,4.0,1,2,1,1,1,2.0,2.0,7.0
10234,47309,1,1.0,2,1.0,2,5,15,4,2.0,4,1,2,2,7,2,4,3,3,Version 3,0.612085580825806,4,2,30,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2,2.0,2.0,1,2,1,1,2,4.0,2.0,3.0
10236,47312,1,1.0,1,3.0,6,3,1,5,2.0,2,1,1,2,7,1,4,5,3,Version 3,0.07510329782962799,1,1,43,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1,1.0,1.0,1,1,1,1,2,1.0,2.0,4.0
10243,47336,1,,1,1.0,5,3,1,1,2.0,2,1,1,1,5,1,4,1,1,Version 3,0.14923307299614,1,1,7,2.0,2.0,2.0,1.0,1.0,1.0,1.0,5,1.0,3.0,1,2,1,1,1,1.0,2.0,1.0
10244,47337,2,2.0,1,2.0,5,3,8,2,2.0,1,2,5,3,1,1,2,1,1,Version 3,0.7758623957633969,1,1,33,1.0,5.0,4.0,2.0,1.0,2.0,1.0,2,1.0,3.0,4,2,2,1,2,1.0,2.0,1.0
10247,47345,2,2.0,2,2.0,6,3,26,5,2.0,1,2,6,3,1,1,4,2,3,Version 3,0.8344303965568539,2,1,30,1.0,5.0,1.0,2.0,2.0,2.0,2.0,3,2.0,2.0,3,3,2,2,2,4.0,1.0,1.0
10250,47352,1,1.0,1,1.0,6,7,38,3,2.0,1,2,5,2,2,2,1,1,3,Version 3,0.950570642948151,3,2,4,3.0,1.0,4.0,1.0,1.0,2.0,1.0,3,2.0,3.0,1,3,2,2,4,3.0,2.0,3.0
10251,47353,1,1.0,1,1.0,6,7,38,3,2.0,1,2,5,2,2,2,1,1,3,Version 3,0.950570642948151,3,2,4,3.0,1.0,4.0,1.0,1.0,2.0,1.0,3,2.0,3.0,1,3,2,2,4,3.0,2.0,3.0
10252,47354,1,1.0,2,1.0,7,8,15,2,2.0,4,1,2,1,5,2,4,3,3,Version 3,1.19716012477875,4,2,30,3.0,3.0,1.0,2.0,2.0,2.0,2.0,1,2.0,2.0,1,1,1,1,1,4.0,1.0,2.0
10253,47355,1,1.0,1,3.0,3,2,1,4,2.0,3,3,3,2,6,1,4,5,3,Version 3,0.07510329782962799,1,1,43,4.0,1.0,1.0,2.0,2.0,2.0,2.0,3,2.0,1.0,1,1,1,1,1,3.0,2.0,6.0
10257,47365,2,1.0,1,,1,5,1,1,2.0,4,1,1,2,7,2,3,2,3,Version 3,0.152603849768639,3,2,9,3.0,1.0,1.0,2.0,2.0,2.0,2.0,4,2.0,1.0,1,1,1,2,1,3.0,2.0,3.0
10260,47373,2,2.0,1,2.0,7,4,5,5,2.0,3,3,3,1,4,1,2,1,1,Version 3,1.7239993810653702,1,1,33,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2,2.0,1.0,3,1,2,1,1,3.0,2.0,3.0
10267,47390,1,1.0,1,1.0,3,6,15,2,2.0,4,1,1,1,5,2,4,3,3,Version 3,0.633082747459412,3,2,30,3.0,1.0,2.0,2.0,1.0,1.0,1.0,2,2.0,3.0,1,1,1,1,2,3.0,2.0,3.0
10279,47413,1,1.0,1,1.0,1,1,26,4,2.0,3,3,3,2,6,1,4,2,3,Version 3,0.383913189172745,1,1,30,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1,2.0,1.0,1,1,1,1,1,3.0,2.0,7.0
10289,47431,1,1.0,1,,8,4,1,4,2.0,2,1,1,2,7,1,3,2,3,Version 3,0.384904354810715,1,1,9,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1,2.0,1.0,1,1,1,1,1,3.0,2.0,7.0
10290,47432,3,2.0,1,1.0,3,2,14,4,2.0,3,3,3,3,3,1,4,5,3,Version 3,0.570547640323639,1,1,36,3.0,3.0,2.0,1.0,1.0,1.0,1.0,3,1.0,3.0,4,2,2,2,1,1.0,1.0,2.0
10293,47442,1,1.0,2,3.0,6,7,1,2,2.0,4,1,2,3,5,2,2,2,3,Version 3,0.404821038246155,4,2,33,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1,1.0,4.0,1,1,1,1,2,2.0,1.0,3.0
10301,47461,2,2.0,2,2.0,1,1,14,4,2.0,1,2,6,3,1,1,2,1,2,Version 3,0.80329042673111,2,1,33,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3,2.0,4.0,3,2,2,2,3,4.0,1.0,3.0
10325,47519,1,1.0,2,1.0,1,5,26,3,2.0,4,1,2,2,7,2,4,2,3,Version 3,0.535163998603821,4,2,30,2.0,3.0,1.0,2.0,2.0,2.0,2.0,4,2.0,2.0,1,1,1,1,1,4.0,2.0,2.0
10328,47523,1,,2,1.0,5,7,2,4,2.0,4,1,2,3,5,2,3,5,3,Version 3,0.29772487282753,4,2,22,2.0,1.0,2.0,1.0,1.0,1.0,1.0,4,2.0,4.0,1,2,1,2,1,4.0,1.0,3.0
10347,47565,1,1.0,2,1.0,6,7,4,2,2.0,4,1,2,1,5,2,2,1,3,Version 3,0.431722223758698,4,2,20,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1,1.0,4.0,1,2,1,1,1,2.0,2.0,3.0
10351,47578,2,1.0,1,2.0,8,4,2,2,2.0,2,1,1,1,5,1,4,1,1,Version 3,0.8034826517105099,1,1,30,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1,1.0,1.0,3,1,1,1,1,1.0,1.0,1.0
10372,47632,2,2.0,1,,8,4,1,5,2.0,1,2,5,3,1,1,3,2,3,Version 3,1.09206140041351,1,1,1,1.0,5.0,1.0,1.0,2.0,2.0,2.0,3,1.0,1.0,3,3,2,1,3,1.0,2.0,1.0
10378,47647,1,1.0,2,1.0,4,2,14,5,2.0,2,1,2,2,7,1,2,1,2,Version 3,0.583938717842102,2,1,33,2.0,2.0,4.0,2.0,1.0,2.0,1.0,1,1.0,4.0,1,1,1,1,2,2.0,2.0,1.0
10379,47648,1,1.0,2,1.0,4,2,14,5,2.0,2,1,2,2,7,1,2,1,2,Version 3,0.583938717842102,2,1,33,2.0,2.0,4.0,2.0,1.0,2.0,1.0,1,1.0,4.0,1,1,1,1,2,2.0,2.0,1.0
10388,47664,1,1.0,1,1.0,1,1,12,2,2.0,2,1,1,2,7,1,2,3,3,Version 3,0.392687380313873,1,1,33,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2,2.0,1.0,1,1,1,1,1,3.0,1.0,7.0
10389,47666,2,2.0,1,1.0,3,2,35,1,2.0,1,2,5,3,1,1,1,2,3,Version 3,0.56677919626236,1,1,4,1.0,1.0,4.0,1.0,1.0,2.0,1.0,2,1.0,3.0,3,4,1,2,3,1.0,1.0,3.0
10391,47669,1,1.0,2,1.0,1,1,14,2,2.0,3,3,4,1,4,1,4,5,3,Version 3,0.49696165323257396,2,1,36,1.0,5.0,1.0,2.0,2.0,2.0,2.0,2,2.0,2.0,4,2,1,2,2,4.0,1.0,1.0
10392,47670,1,1.0,1,1.0,3,6,15,5,2.0,5,3,3,1,4,2,4,3,3,Version 3,0.633082747459412,3,2,30,3.0,3.0,1.0,1.0,2.0,2.0,2.0,1,2.0,1.0,1,1,1,1,1,3.0,1.0,2.0
10394,47678,1,1.0,2,1.0,1,9,22,2,1.0,6,1,2,1,5,3,1,3,3,Version 3,0.71196186542511,6,2,4,4.0,2.0,1.0,2.0,2.0,2.0,2.0,1,2.0,2.0,1,1,1,1,1,4.0,2.0,1.0
10418,47741,4,2.0,1,,8,4,4,3,2.0,3,3,3,1,4,1,3,5,3,Version 3,1.7079758644103997,1,1,1,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1,1.0,3.0,2,2,1,1,1,1.0,1.0,3.0
10434,47780,1,1.0,1,1.0,6,7,1,2,2.0,4,1,1,2,7,2,2,2,3,Version 3,0.39772182703018205,3,2,33,3.0,2.0,1.0,1.0,2.0,2.0,2.0,1,1.0,1.0,1,1,1,1,2,1.0,1.0,1.0
10435,47783,2,2.0,1,,6,3,6,3,2.0,1,2,5,3,1,1,3,1,1,Version 3,0.485361784696579,1,1,1,1.0,4.0,1.0,1.0,2.0,2.0,2.0,4,1.0,1.0,3,3,2,2,2,1.0,1.0,2.0
10436,47791,2,2.0,2,2.0,2,1,14,2,2.0,1,2,6,1,2,1,4,5,3,Version 3,0.6868497133255,2,1,36,4.0,1.0,1.0,2.0,2.0,2.0,2.0,3,1.0,2.0,3,2,2,2,1,2.0,1.0,3.0
10438,47799,2,2.0,2,,6,3,5,5,2.0,1,2,6,3,1,1,3,1,2,Version 3,0.570641338825226,2,1,1,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2,1.0,4.0,3,3,2,2,2,2.0,1.0,3.0
10445,47813,2,2.0,2,2.0,2,1,8,2,2.0,3,4,4,3,3,1,2,1,2,Version 3,0.7604482769966129,2,1,33,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2,2.0,2.0,3,2,2,2,2,4.0,2.0,7.0
10446,47815,1,1.0,2,1.0,6,3,22,4,2.0,2,1,2,2,7,1,1,3,3,Version 3,0.990943610668182,2,1,4,4.0,1.0,1.0,2.0,2.0,2.0,2.0,4,2.0,2.0,1,1,1,1,1,4.0,2.0,7.0
10450,47826,1,1.0,1,,8,8,1,2,2.0,4,1,1,1,5,2,3,2,3,Version 3,0.567444920539856,3,2,1,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3,2.0,1.0,1,1,1,1,1,3.0,1.0,3.0
10451,47827,1,1.0,1,,8,8,1,2,2.0,4,1,1,1,5,2,3,2,3,Version 3,0.567444920539856,3,2,1,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3,2.0,1.0,1,1,1,1,1,3.0,1.0,3.0
10452,47828,1,,1,1.0,2,13,1,4,2.0,8,4,3,1,4,6,4,1,3,Version 3,0.127491101622581,7,2,7,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2,1.0,1.0,1,1,1,1,1,1.0,2.0,3.0
10455,47833,2,2.0,1,2.0,3,2,4,2,2.0,3,4,3,1,4,1,2,1,1,Version 3,0.7955962419509891,1,1,20,2.0,1.0,2.0,1.0,1.0,1.0,1.0,3,2.0,3.0,4,2,2,2,1,3.0,1.0,3.0
10457,47847,2,2.0,1,2.0,8,4,5,4,2.0,1,2,5,3,1,1,2,1,1,Version 3,1.7239993810653702,1,1,33,3.0,3.0,1.0,2.0,2.0,2.0,2.0,3,2.0,1.0,3,2,2,2,1,3.0,1.0,2.0
10459,47852,1,1.0,1,1.0,7,4,17,3,2.0,2,1,1,2,7,1,4,1,1,Version 3,1.4889645576477097,1,1,36,3.0,2.0,1.0,1.0,2.0,2.0,2.0,1,2.0,1.0,1,3,1,1,2,3.0,2.0,1.0
10461,47856,1,1.0,2,1.0,1,13,12,5,2.0,8,1,2,2,7,4,2,2,3,Version 3,0.33054107427596996,7,2,20,4.0,1.0,3.0,2.0,1.0,1.0,2.0,1,2.0,4.0,1,2,1,1,2,4.0,2.0,6.0
10463,47858,1,1.0,2,1.0,8,12,15,1,1.0,6,1,2,2,7,3,4,3,3,Version 3,1.0589691400528,6,2,30,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2,1.0,2.0,1,1,1,1,1,2.0,2.0,3.0
10467,47868,2,2.0,2,,3,2,4,3,2.0,1,2,6,3,1,1,3,5,3,Version 3,1.4173994064331101,2,1,1,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5,1.0,4.0,3,3,2,2,3,2.0,1.0,3.0
10469,47878,1,1.0,2,1.0,6,3,8,1,2.0,2,1,2,1,5,1,2,1,2,Version 3,0.552795350551605,2,1,33,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1,1.0,2.0,1,1,1,1,1,2.0,1.0,3.0
10471,47880,1,1.0,2,1.0,6,3,8,1,2.0,2,1,2,1,5,1,2,1,2,Version 3,0.552795350551605,2,1,33,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1,1.0,2.0,1,1,1,1,1,2.0,1.0,3.0
10475,47886,1,1.0,1,1.0,1,5,4,2,2.0,4,1,1,2,7,2,2,1,3,Version 3,0.424151241779327,3,2,20,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1,2.0,1.0,1,1,1,2,1,3.0,2.0,7.0
10481,47899,1,1.0,1,,2,5,1,1,2.0,4,1,1,2,7,2,3,2,3,Version 3,0.13087566196918501,3,2,9,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5,2.0,3.0,1,1,1,1,1,3.0,2.0,3.0
10493,47931,2,2.0,2,3.0,6,3,2,1,2.0,3,3,4,1,4,1,4,1,2,Version 3,0.27030900120735196,2,1,17,4.0,1.0,1.0,2.0,2.0,2.0,2.0,3,1.0,2.0,4,3,2,2,2,2.0,1.0,7.0
10497,47941,2,3.0,1,,6,3,3,2,2.0,1,2,5,3,1,1,2,3,3,Version 3,1.11467432975769,1,1,11,1.0,5.0,1.0,2.0,2.0,2.0,2.0,2,1.0,1.0,3,3,2,1,2,1.0,1.0,1.0
10506,47964,1,1.0,2,1.0,8,4,1,1,2.0,2,1,2,1,5,1,2,2,3,Version 3,0.944872856140137,2,1,33,3.0,3.0,4.0,2.0,1.0,2.0,1.0,1,2.0,4.0,1,1,1,2,1,4.0,2.0,2.0
10507,47965,1,1.0,2,1.0,8,4,1,1,2.0,2,1,2,1,5,1,2,2,3,Version 3,0.944872856140137,2,1,33,3.0,3.0,4.0,2.0,1.0,2.0,1.0,1,2.0,4.0,1,1,1,2,1,4.0,2.0,2.0
10517,47990,2,2.0,1,,3,6,6,4,2.0,1,2,5,3,1,2,3,1,3,Version 3,0.332596123218536,3,2,1,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1,1.0,3.0,3,4,2,2,1,1.0,2.0,3.0
10521,47999,2,,1,2.0,1,1,1,2,2.0,1,2,5,1,2,1,4,1,1,Version 3,0.149538233876228,1,1,7,3.0,2.0,1.0,1.0,2.0,2.0,2.0,5,2.0,1.0,2,1,2,1,1,3.0,2.0,1.0
10524,48003,2,2.0,2,,8,13,5,4,,8,3,4,3,3,4,3,1,3,Version 3,0.892230868339539,7,2,1,1.0,4.0,1.0,1.0,2.0,2.0,2.0,5,1.0,2.0,3,4,2,2,2,2.0,1.0,2.0
10525,48004,2,2.0,1,2.0,7,4,17,3,2.0,1,2,5,1,2,1,4,1,1,Version 3,2.05789494514465,1,1,36,1.0,5.0,1.0,2.0,2.0,2.0,2.0,3,1.0,1.0,3,3,2,1,2,1.0,2.0,1.0
10526,48006,1,1.0,2,1.0,3,6,15,1,2.0,4,1,2,3,5,2,4,3,3,Version 3,0.7806304097175601,4,2,30,4.0,1.0,1.0,1.0,2.0,2.0,2.0,2,2.0,2.0,2,2,1,1,1,4.0,2.0,3.0
10527,48009,2,2.0,2,2.0,4,2,2,2,2.0,1,2,6,3,1,1,4,1,2,Version 3,0.27030900120735196,2,1,17,4.0,1.0,1.0,2.0,2.0,2.0,2.0,3,1.0,2.0,4,3,2,2,3,2.0,1.0,7.0
10532,48028,1,1.0,1,,8,12,15,1,1.0,6,1,1,3,5,2,4,3,3,Version 3,0.9708837270736691,5,2,30,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1,1.0,3.0,1,1,1,1,1,1.0,2.0,3.0
10536,48036,1,,2,1.0,3,6,2,2,2.0,4,1,2,3,5,2,3,5,3,Version 3,0.29772487282753,4,2,22,2.0,1.0,4.0,1.0,1.0,2.0,1.0,4,1.0,4.0,1,2,1,2,1,2.0,1.0,3.0
10542,48044,2,2.0,1,,8,4,4,2,2.0,1,2,5,3,1,1,3,5,3,Version 3,2.1488950252533,1,1,1,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2,2.0,1.0,3,2,2,2,2,3.0,1.0,2.0
10545,48067,1,1.0,2,,4,2,5,5,2.0,2,1,2,3,5,1,3,1,2,Version 3,0.432701408863068,2,1,1,3.0,2.0,1.0,1.0,2.0,2.0,2.0,1,2.0,2.0,1,1,1,2,2,4.0,1.0,1.0
10550,48074,4,,2,2.0,4,2,1,4,2.0,3,3,4,1,4,1,4,1,2,Version 3,0.15745367109775502,2,1,7,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2,1.0,2.0,3,4,2,2,2,2.0,1.0,3.0
10556,48082,2,2.0,1,2.0,8,4,11,2,2.0,1,2,5,3,1,1,4,3,3,Version 3,1.3598703145980802,1,1,30,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3,2.0,1.0,3,4,2,2,2,3.0,2.0,1.0
10561,48093,1,2.0,1,,8,4,3,1,2.0,2,1,1,1,5,1,2,3,3,Version 3,1.23353576660156,1,1,11,1.0,5.0,1.0,2.0,2.0,2.0,2.0,4,2.0,1.0,1,2,1,1,1,3.0,2.0,1.0
10562,48096,2,2.0,1,3.0,6,3,2,1,2.0,1,2,5,3,1,1,4,5,3,Version 3,0.209546282887459,1,1,17,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2,1.0,1.0,3,3,2,2,1,1.0,1.0,2.0
10563,48101,1,1.0,2,1.0,6,11,3,3,1.0,6,1,2,2,7,2,4,3,3,Version 3,0.385516047477722,6,2,36,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2,1.0,2.0,1,2,1,1,2,2.0,1.0,3.0
10566,48112,1,2.0,2,3.0,8,4,2,2,2.0,3,3,4,3,3,1,4,1,2,Version 3,0.37073248624801597,2,1,17,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1,2.0,2.0,1,1,3,1,1,4.0,1.0,7.0
10577,48135,1,1.0,1,1.0,2,1,4,3,2.0,2,1,1,2,7,1,2,1,1,Version 3,0.424151241779327,1,1,20,2.0,1.0,4.0,2.0,1.0,2.0,1.0,1,1.0,3.0,1,1,1,1,1,1.0,1.0,3.0
10581,48146,1,,1,1.0,2,5,2,2,2.0,4,1,1,3,5,2,3,5,3,Version 3,0.22397136688232397,3,2,22,2.0,1.0,1.0,1.0,2.0,2.0,2.0,4,2.0,1.0,1,2,1,1,1,3.0,2.0,3.0
10582,48148,1,1.0,1,3.0,7,4,1,4,2.0,2,1,1,2,7,1,4,1,1,Version 3,0.29168507456779497,1,1,17,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1,1.0,1.0,1,1,1,1,1,1.0,1.0,7.0
10583,48149,2,2.0,1,2.0,6,3,17,1,2.0,1,2,5,1,2,1,4,1,1,Version 3,1.3418885469436599,1,1,36,3.0,1.0,3.0,1.0,1.0,1.0,2.0,2,1.0,3.0,3,3,2,2,2,1.0,1.0,3.0
10586,48154,2,1.0,1,2.0,8,4,5,3,2.0,3,4,3,3,3,1,2,1,1,Version 3,1.7239993810653702,1,1,33,3.0,2.0,4.0,2.0,1.0,2.0,1.0,3,1.0,3.0,4,1,1,1,1,1.0,1.0,1.0
10591,48170,1,1.0,1,3.0,8,4,1,5,2.0,2,1,1,2,7,1,4,5,3,Version 3,0.115177005529404,1,1,43,4.0,3.0,1.0,2.0,2.0,2.0,2.0,5,1.0,1.0,1,1,1,1,1,1.0,2.0,2.0
10601,48190,1,,2,1.0,5,3,1,2,2.0,3,3,4,1,4,1,4,1,2,Version 3,0.18401364982128102,2,1,7,4.0,2.0,1.0,2.0,2.0,2.0,2.0,2,2.0,2.0,2,2,1,1,2,4.0,1.0,1.0
10608,48201,2,1.0,1,1.0,8,4,9,5,2.0,1,2,5,1,2,1,4,2,3,Version 3,0.926052749156952,1,1,36,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1,1.0,1.0,2,1,1,1,1,1.0,1.0,2.0
10609,48202,2,2.0,2,1.0,1,1,22,2,2.0,1,2,6,1,2,1,1,3,3,Version 3,1.0677093267440798,2,1,4,3.0,1.0,1.0,2.0,2.0,2.0,2.0,4,2.0,2.0,3,2,2,2,2,4.0,1.0,7.0
