,ID,HOU,GOV,SEX,SEN,AGE8,AGEBYRACE,CDNUM,EDUC18,LATINO,PARTYBYRACE,PARTYID,PARTYSEX,PHIL3,PTYIDEO7,QRACEAI,REGION,SIZEPLAC,SUBURBWHITE,VERSION,WEIGHT,SEXBYRACE,RACE2B,STANUM,ATTEND16,ATTREL,BOYSGIRLS,BRNAGAIN,CHILD18,CHILDBOY,CHILDGIRL,ISSUE18,MARRIED,PARENTS,TRUMP4,WOMEN,HEALTHPRE18,GUN16,SEXUALHARASS,SEXWED,GUNOWNER12,RELIGN18
18071,67800,2,2.0,2,2.0,2,5,1,4,2.0,5,3,4,1,4,2,1,5,3,Version 3,0.101346433162689,4,2,47,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1,2.0,2.0,1,2,1,1,1,4.0,2.0,3.0
18072,67801,1,1.0,1,1.0,3,2,1,5,2.0,2,1,1,2,7,1,1,2,3,Version 3,0.0503078401088715,1,1,47,4.0,1.0,3.0,2.0,1.0,1.0,2.0,3,1.0,3.0,1,1,1,1,1,1.0,2.0,7.0
18074,67804,1,1.0,1,1.0,6,11,2,4,1.0,6,1,1,1,5,1,4,1,3,Version 3,0.37907999753952004,5,2,30,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1,2.0,1.0,2,2,1,1,1,3.0,2.0,3.0
18079,67815,2,,2,2.0,5,3,2,1,2.0,1,2,6,1,2,1,1,1,2,Version 3,0.12590748071670502,2,1,42,3.0,1.0,1.0,2.0,2.0,2.0,2.0,3,1.0,2.0,3,2,2,2,3,2.0,1.0,3.0
18080,67817,1,1.0,2,1.0,6,3,27,4,2.0,2,1,2,1,5,1,4,1,2,Version 3,1.76478385925293,2,1,30,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1,2.0,2.0,1,1,1,2,1,4.0,1.0,1.0
18082,67819,1,1.0,1,1.0,4,2,20,5,2.0,2,1,1,1,5,1,4,2,3,Version 3,0.664495229721069,1,1,30,3.0,2.0,4.0,2.0,1.0,2.0,1.0,1,1.0,3.0,1,1,1,1,1,1.0,2.0,1.0
18083,67821,1,2.0,2,2.0,6,3,5,4,2.0,1,2,6,1,2,1,2,2,3,Version 3,1.03704261779785,2,1,21,3.0,1.0,1.0,2.0,2.0,2.0,2.0,3,1.0,2.0,3,3,2,2,2,2.0,1.0,3.0
18084,67822,1,2.0,2,1.0,3,2,1,4,2.0,2,1,2,1,5,1,2,1,2,Version 3,0.37634643912315396,2,1,46,2.0,1.0,3.0,2.0,1.0,1.0,2.0,1,1.0,4.0,2,4,1,2,3,2.0,2.0,6.0
18091,67839,1,1.0,2,1.0,6,3,27,4,2.0,2,1,2,1,5,1,4,1,2,Version 3,1.76478385925293,2,1,30,3.0,2.0,1.0,2.0,2.0,2.0,2.0,3,1.0,2.0,1,1,1,1,2,2.0,1.0,1.0
18092,67840,1,1.0,2,1.0,6,3,27,4,2.0,2,1,2,1,5,1,4,1,2,Version 3,1.76478385925293,2,1,30,3.0,2.0,1.0,2.0,2.0,2.0,2.0,3,1.0,2.0,1,1,1,1,2,2.0,1.0,1.0
18093,67841,2,,1,,1,1,5,3,2.0,3,3,3,3,3,1,3,1,1,Version 3,0.3773394823074339,1,1,16,1.0,4.0,1.0,1.0,2.0,2.0,2.0,3,2.0,1.0,3,2,2,2,1,3.0,1.0,2.0
18102,67853,2,2.0,2,2.0,6,3,5,4,2.0,3,4,4,3,3,1,2,2,3,Version 3,1.68566346168518,2,1,21,1.0,5.0,3.0,2.0,1.0,1.0,2.0,2,1.0,4.0,3,4,2,2,3,2.0,1.0,1.0
18104,67856,3,1.0,2,1.0,2,1,20,5,2.0,3,4,4,1,4,1,4,2,3,Version 3,0.713122725486755,2,1,30,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1,2.0,2.0,1,2,1,1,1,4.0,2.0,1.0
18106,67859,1,1.0,1,1.0,6,3,20,1,2.0,2,1,1,2,7,1,4,2,3,Version 3,0.483269214630127,1,1,30,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1,1.0,1.0,1,1,1,1,1,1.0,1.0,7.0
18109,67865,2,2.0,1,,8,4,2,1,2.0,3,3,3,3,3,1,3,1,1,Version 3,0.40552800893783597,1,1,3,3.0,3.0,1.0,1.0,2.0,2.0,2.0,3,1.0,1.0,3,3,2,2,2,1.0,1.0,2.0
18113,67872,2,2.0,2,2.0,2,1,3,2,2.0,3,4,4,1,4,1,2,5,3,Version 3,0.5177178382873541,2,1,46,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3,2.0,2.0,3,4,2,2,4,4.0,2.0,6.0
18119,67890,2,,2,2.0,3,2,2,2,2.0,1,2,6,1,2,1,1,1,2,Version 3,0.12590748071670502,2,1,42,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1,1.0,4.0,4,3,2,2,2,2.0,2.0,3.0
18123,67894,1,1.0,2,1.0,2,1,2,1,2.0,3,3,4,1,4,1,2,2,3,Version 3,0.197061359882355,2,1,25,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1,2.0,2.0,1,2,1,2,2,4.0,2.0,7.0
18124,67900,2,1.0,2,1.0,3,2,3,4,2.0,2,1,2,2,7,1,2,5,3,Version 3,0.6045419573783871,2,1,46,4.0,1.0,3.0,2.0,1.0,1.0,2.0,1,1.0,4.0,1,1,1,1,2,2.0,2.0,7.0
18125,67901,2,2.0,2,2.0,6,3,3,4,2.0,1,2,6,1,2,1,2,5,3,Version 3,0.32661971449852,2,1,25,1.0,1.0,4.0,2.0,1.0,2.0,1.0,3,1.0,4.0,4,3,2,1,2,2.0,2.0,3.0
18130,67911,2,2.0,2,1.0,2,9,35,3,1.0,1,2,6,1,2,3,1,2,3,Version 3,0.464221447706223,6,2,4,1.0,5.0,1.0,2.0,2.0,2.0,2.0,1,2.0,2.0,3,2,2,2,2,4.0,1.0,1.0
18131,67912,4,,2,2.0,3,2,2,5,2.0,3,3,4,1,4,1,1,1,2,Version 3,0.0662155076861382,2,1,42,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1,1.0,4.0,1,2,1,1,1,2.0,2.0,3.0
18141,67933,2,2.0,2,2.0,6,3,5,4,2.0,1,2,6,3,1,1,2,2,3,Version 3,1.68566346168518,2,1,21,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2,2.0,2.0,3,2,2,2,2,4.0,2.0,2.0
18143,67939,2,2.0,1,2.0,5,3,3,4,2.0,3,3,3,1,4,1,2,5,3,Version 3,0.28538039326667797,1,1,25,2.0,1.0,1.0,1.0,2.0,2.0,2.0,4,2.0,1.0,4,2,2,2,2,3.0,1.0,3.0
18147,67951,1,1.0,2,1.0,6,11,20,2,1.0,6,1,2,3,5,3,4,2,3,Version 3,0.595901012420654,6,2,30,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4,1.0,2.0,1,1,1,1,1,2.0,2.0,3.0
18148,67952,1,1.0,2,1.0,6,11,20,2,1.0,6,1,2,3,5,3,4,2,3,Version 3,0.595901012420654,6,2,30,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4,1.0,2.0,1,1,1,1,1,2.0,2.0,3.0
18153,67959,2,,2,,6,3,5,1,2.0,1,2,6,2,2,1,3,1,2,Version 3,0.567313611507416,2,1,16,2.0,3.0,4.0,1.0,1.0,2.0,1.0,1,1.0,4.0,3,2,2,1,1,2.0,1.0,2.0
18154,67960,1,2.0,2,1.0,1,1,20,4,2.0,3,3,4,1,4,1,4,2,3,Version 3,0.642456233501434,2,1,30,1.0,5.0,1.0,2.0,2.0,2.0,2.0,2,2.0,2.0,1,2,1,2,2,4.0,1.0,1.0
18165,67988,2,2.0,2,1.0,7,4,5,2,2.0,1,2,6,3,1,1,2,1,2,Version 3,1.11764049530029,2,1,46,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2,1.0,2.0,3,4,2,1,2,2.0,1.0,2.0
18168,67995,2,,1,,6,3,5,1,2.0,3,3,3,1,4,1,3,1,1,Version 3,0.482531368732452,1,1,16,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1,1.0,1.0,3,1,2,2,1,1.0,1.0,3.0
18169,67997,2,,1,2.0,7,4,4,3,2.0,1,2,5,3,1,1,1,1,1,Version 3,0.137711301445961,1,1,42,1.0,1.0,4.0,2.0,1.0,2.0,1.0,2,1.0,3.0,3,4,2,2,3,1.0,1.0,3.0
18172,68005,2,2.0,1,2.0,3,2,3,2,2.0,1,2,5,3,1,1,2,5,3,Version 3,0.28538039326667797,1,1,25,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1,1.0,3.0,4,2,2,2,2,1.0,1.0,3.0
18178,68017,2,2.0,1,2.0,6,3,5,3,2.0,1,2,5,3,1,1,2,1,1,Version 3,0.5493403673172,1,1,46,3.0,2.0,1.0,2.0,2.0,2.0,2.0,3,1.0,1.0,4,3,2,1,2,1.0,2.0,1.0
18183,68032,1,1.0,1,1.0,6,3,20,5,2.0,2,1,1,2,7,1,4,2,3,Version 3,0.664495229721069,1,1,30,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1,1.0,1.0,1,2,1,1,2,1.0,2.0,7.0
18185,68036,2,,1,,8,4,5,2,2.0,1,2,5,3,1,1,3,1,1,Version 3,0.8600944280624391,1,1,16,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4,2.0,1.0,3,2,2,1,1,3.0,2.0,6.0
18191,68045,2,,1,2.0,8,4,2,1,2.0,1,2,5,3,1,1,1,1,1,Version 3,0.12590748071670502,1,1,42,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1,2.0,1.0,3,2,2,1,1,3.0,2.0,3.0
18200,68067,3,,2,3.0,6,3,2,2,2.0,3,4,4,1,4,1,1,1,2,Version 3,0.102881006896496,2,1,42,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1,1.0,4.0,2,3,3,2,3,2.0,1.0,7.0
18202,68073,2,2.0,1,2.0,6,3,2,3,2.0,1,2,5,3,1,1,4,1,1,Version 3,0.523925721645355,1,1,30,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2,1.0,1.0,3,4,2,1,1,1.0,2.0,3.0
18206,68078,1,1.0,1,,2,1,4,4,2.0,3,3,3,2,6,1,2,5,3,Version 3,0.589559733867645,1,1,13,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3,1.0,1.0,1,1,1,1,1,1.0,1.0,3.0
18217,68100,2,1.0,2,2.0,3,2,2,1,2.0,3,3,4,1,4,1,2,2,3,Version 3,0.374032229185104,2,1,25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1,1.0,4.0,2,1,1,2,2,2.0,1.0,7.0
18224,68113,2,,2,2.0,5,3,4,3,2.0,1,2,6,3,1,1,1,1,2,Version 3,0.137711301445961,2,1,42,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1,1.0,4.0,3,2,2,1,1,2.0,1.0,3.0
18225,68117,2,,2,2.0,4,2,2,1,2.0,1,2,6,3,1,1,1,1,2,Version 3,0.12590748071670502,2,1,42,1.0,1.0,3.0,1.0,1.0,1.0,2.0,5,1.0,4.0,3,4,2,2,3,2.0,1.0,3.0
18230,68122,1,1.0,2,1.0,3,2,2,3,2.0,3,3,4,1,4,1,2,5,3,Version 3,0.50450724363327,2,1,21,4.0,1.0,2.0,2.0,1.0,1.0,1.0,2,2.0,4.0,4,2,1,2,2,4.0,1.0,6.0
18238,68143,2,,2,2.0,4,2,4,5,2.0,3,3,4,1,4,1,1,1,2,Version 3,0.137711301445961,2,1,42,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2,1.0,4.0,2,1,1,2,2,2.0,1.0,3.0
18242,68152,2,1.0,1,1.0,1,1,2,4,2.0,2,1,1,1,5,1,2,5,3,Version 3,0.613606631755829,1,1,21,3.0,3.0,1.0,2.0,2.0,2.0,2.0,3,2.0,1.0,1,1,1,3,1,3.0,2.0,2.0
18244,68157,2,2.0,2,2.0,1,9,1,1,1.0,1,2,6,1,2,3,1,5,3,Version 3,0.107884913682938,6,2,47,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2,2.0,2.0,4,2,2,2,1,4.0,2.0,1.0
18255,68181,1,1.0,1,1.0,7,4,2,2,2.0,2,1,1,2,7,1,2,5,3,Version 3,0.783594727516174,1,1,21,4.0,2.0,1.0,2.0,2.0,2.0,2.0,4,1.0,1.0,1,2,1,1,1,1.0,2.0,1.0
18257,68187,1,1.0,2,1.0,6,3,1,1,2.0,2,1,2,1,5,1,2,5,3,Version 3,0.8484894037246701,2,1,21,4.0,1.0,1.0,1.0,2.0,2.0,2.0,1,2.0,2.0,1,1,1,1,1,4.0,2.0,6.0
18259,68189,2,2.0,2,2.0,6,3,2,2,2.0,1,2,6,3,1,1,2,2,3,Version 3,0.374032229185104,2,1,25,1.0,5.0,1.0,1.0,2.0,2.0,2.0,3,2.0,2.0,3,3,2,2,3,4.0,1.0,1.0
18260,68190,1,1.0,1,1.0,3,2,20,2,2.0,2,1,1,2,7,1,4,2,3,Version 3,0.664495229721069,1,1,30,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1,2.0,1.0,1,1,1,1,1,3.0,2.0,4.0
18261,68193,1,2.0,1,2.0,1,1,2,4,2.0,1,2,5,3,1,1,1,5,3,Version 3,0.131651237607002,1,1,29,2.0,1.0,1.0,1.0,2.0,2.0,2.0,3,2.0,1.0,4,2,2,1,2,3.0,1.0,3.0
18262,68194,3,,2,3.0,7,13,2,2,2.0,1,2,6,3,1,4,1,1,3,Version 3,0.12590748071670502,7,2,42,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3,1.0,2.0,3,1,2,2,1,2.0,1.0,3.0
18264,68198,1,1.0,2,,3,2,4,5,2.0,3,3,4,1,4,1,2,5,3,Version 3,0.7879151105880741,2,1,13,2.0,3.0,1.0,2.0,2.0,2.0,2.0,1,1.0,2.0,1,1,1,3,2,2.0,2.0,2.0
18268,68206,1,1.0,1,,6,13,3,4,2.0,8,1,1,2,7,4,2,2,3,Version 3,0.308911859989166,7,2,13,4.0,1.0,4.0,2.0,1.0,2.0,1.0,4,2.0,3.0,1,1,1,1,3,3.0,2.0,7.0
18276,68224,2,1.0,2,4.0,6,3,3,1,2.0,1,2,6,3,1,1,2,5,3,Version 3,0.32661971449852,2,1,25,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1,1.0,2.0,3,1,3,2,2,2.0,1.0,3.0
18277,68225,2,1.0,2,4.0,6,3,3,1,2.0,1,2,6,3,1,1,2,5,3,Version 3,0.32661971449852,2,1,25,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1,1.0,2.0,3,1,3,2,2,2.0,1.0,3.0
18281,68231,2,2.0,2,2.0,5,3,2,5,2.0,3,4,4,1,4,1,2,2,3,Version 3,0.374032229185104,2,1,25,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2,2.0,2.0,4,3,2,2,4,4.0,2.0,7.0
18286,68241,1,,2,3.0,4,2,4,5,2.0,3,4,4,3,3,1,1,1,2,Version 3,0.0885559171438217,2,1,42,1.0,1.0,3.0,2.0,1.0,1.0,2.0,3,1.0,4.0,3,4,2,2,3,2.0,1.0,3.0
18287,68245,2,2.0,2,2.0,7,4,1,1,2.0,3,3,4,1,4,1,2,5,3,Version 3,2.4516758918762203,2,1,21,4.0,2.0,1.0,2.0,2.0,2.0,2.0,1,1.0,2.0,4,3,1,1,3,2.0,1.0,1.0
18290,68248,1,1.0,1,1.0,2,1,2,4,2.0,2,1,1,1,5,1,2,5,3,Version 3,0.37749901413917497,1,1,21,2.0,3.0,1.0,1.0,2.0,2.0,2.0,1,1.0,1.0,1,1,1,1,2,1.0,2.0,2.0
18296,68256,1,1.0,2,,2,1,3,5,2.0,2,1,2,2,7,1,2,2,3,Version 3,0.302774667739868,2,1,13,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1,1.0,2.0,1,1,1,1,1,2.0,2.0,1.0
18300,68268,1,1.0,1,,3,2,2,1,2.0,2,1,1,2,7,1,2,5,3,Version 3,1.14738690853119,1,1,13,4.0,1.0,4.0,2.0,1.0,2.0,1.0,1,1.0,3.0,1,1,1,1,1,1.0,2.0,7.0
18301,68269,1,1.0,1,,3,2,2,1,2.0,2,1,1,2,7,1,2,5,3,Version 3,1.14738690853119,1,1,13,4.0,1.0,4.0,2.0,1.0,2.0,1.0,1,1.0,3.0,1,1,1,1,1,1.0,2.0,7.0
18303,68271,2,2.0,2,,5,3,4,5,2.0,1,2,6,1,2,1,2,5,3,Version 3,1.28071856498718,2,1,13,1.0,4.0,2.0,1.0,1.0,1.0,1.0,2,1.0,4.0,4,3,2,1,2,2.0,2.0,2.0
18311,68287,1,,1,1.0,2,1,2,5,2.0,2,1,1,2,7,1,1,1,1,Version 3,0.0510274544358253,1,1,42,4.0,1.0,2.0,2.0,1.0,1.0,1.0,2,2.0,3.0,1,1,1,2,1,3.0,2.0,7.0
18312,68288,1,,1,1.0,2,1,2,5,2.0,2,1,1,2,7,1,1,1,1,Version 3,0.0510274544358253,1,1,42,4.0,1.0,2.0,2.0,1.0,1.0,1.0,2,2.0,3.0,1,1,1,2,1,3.0,2.0,7.0
18315,68298,2,2.0,2,2.0,5,13,1,1,2.0,1,2,6,1,2,5,1,5,3,Version 3,0.107884913682938,7,2,47,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2,2.0,2.0,4,2,2,2,1,4.0,1.0,1.0
18317,68300,1,1.0,2,1.0,6,3,4,4,2.0,2,1,2,2,7,1,4,1,2,Version 3,0.6200591921806341,2,1,30,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1,2.0,2.0,1,1,1,1,2,4.0,2.0,4.0
18326,68328,2,2.0,1,2.0,6,3,4,4,2.0,1,2,5,3,1,1,4,1,1,Version 3,0.695003509521484,1,1,30,3.0,2.0,1.0,2.0,2.0,2.0,2.0,3,1.0,1.0,4,2,3,3,1,1.0,2.0,1.0
18327,68331,1,1.0,2,1.0,6,3,2,5,2.0,2,1,2,2,7,1,2,5,3,Version 3,0.50450724363327,2,1,21,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1,1.0,2.0,1,2,1,1,2,2.0,2.0,4.0
18330,68339,2,2.0,2,2.0,6,3,1,1,2.0,1,2,6,3,1,1,2,5,3,Version 3,1.3791792392730702,2,1,21,2.0,3.0,3.0,1.0,1.0,1.0,2.0,1,1.0,4.0,4,2,2,2,2,2.0,1.0,2.0
18336,68357,2,2.0,1,2.0,6,3,1,1,2.0,1,2,5,3,1,1,2,5,3,Version 3,1.20504260063171,1,1,21,1.0,4.0,3.0,1.0,1.0,1.0,2.0,3,1.0,3.0,3,3,2,1,2,1.0,1.0,2.0
18346,68386,1,1.0,2,1.0,3,2,2,2,2.0,2,1,2,1,5,1,2,5,3,Version 3,0.50450724363327,2,1,21,3.0,1.0,3.0,2.0,1.0,1.0,2.0,1,1.0,4.0,1,2,1,1,2,2.0,1.0,7.0
18347,68388,2,1.0,2,,1,1,3,4,2.0,3,4,4,3,3,1,2,2,3,Version 3,0.49214586615562395,2,1,13,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2,1.0,4.0,2,2,1,1,2,2.0,2.0,3.0
18351,68395,1,2.0,2,2.0,5,3,2,2,2.0,3,3,4,3,3,1,1,5,3,Version 3,0.208891406655312,2,1,29,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2,1.0,2.0,3,2,2,2,2,2.0,1.0,3.0
18354,68413,1,2.0,1,2.0,3,2,2,3,2.0,1,2,5,1,2,1,1,5,3,Version 3,0.183238670229912,1,1,29,4.0,1.0,2.0,2.0,1.0,1.0,1.0,3,1.0,3.0,3,1,2,2,2,1.0,1.0,7.0
18358,68421,1,1.0,2,1.0,6,3,4,5,2.0,2,1,2,2,7,1,4,1,2,Version 3,0.6200591921806341,2,1,30,4.0,1.0,1.0,2.0,2.0,2.0,2.0,4,2.0,2.0,1,1,1,1,2,4.0,2.0,4.0
18359,68428,1,1.0,2,1.0,2,9,1,5,1.0,6,1,2,1,5,3,1,2,3,Version 3,0.0412047207355499,6,2,47,2.0,2.0,3.0,1.0,1.0,1.0,2.0,1,2.0,4.0,1,2,1,2,3,4.0,1.0,1.0
18375,68472,1,1.0,1,1.0,7,4,2,3,2.0,2,1,1,1,5,1,1,5,3,Version 3,0.27574896812439004,1,1,29,3.0,3.0,1.0,1.0,2.0,2.0,2.0,1,1.0,1.0,1,3,1,1,3,1.0,1.0,2.0
18382,68504,1,1.0,1,1.0,4,2,4,5,2.0,2,1,1,2,7,1,4,1,1,Version 3,0.502861201763153,1,1,30,3.0,1.0,3.0,2.0,1.0,1.0,2.0,1,1.0,3.0,1,1,1,1,1,1.0,2.0,4.0
18384,68510,1,2.0,2,3.0,4,2,2,2,2.0,1,2,6,1,2,1,1,5,3,Version 3,0.208891406655312,2,1,29,3.0,1.0,2.0,1.0,1.0,1.0,1.0,4,1.0,4.0,3,2,2,2,1,2.0,1.0,3.0
18392,68543,1,1.0,2,,5,3,3,4,2.0,2,1,2,2,7,1,2,2,3,Version 3,0.353551656007767,2,1,13,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2,1.0,2.0,1,1,1,1,2,2.0,2.0,2.0
18395,68552,2,,2,2.0,5,3,3,4,2.0,1,2,6,3,1,1,1,2,3,Version 3,0.11299389600753801,2,1,42,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5,1.0,4.0,4,3,3,2,2,2.0,1.0,3.0
18404,68588,2,2.0,2,2.0,6,3,1,5,2.0,1,2,6,3,1,1,1,2,3,Version 3,0.089184857904911,2,1,47,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2,2.0,2.0,3,4,2,2,3,4.0,1.0,6.0
18413,68616,1,2.0,2,2.0,6,3,2,1,2.0,1,2,6,3,1,1,1,5,3,Version 3,0.208891406655312,2,1,29,2.0,3.0,1.0,1.0,2.0,2.0,2.0,5,1.0,2.0,4,2,2,2,2,2.0,1.0,2.0
18420,68636,2,,1,2.0,2,1,3,4,2.0,1,2,5,1,2,1,1,2,3,Version 3,0.11299389600753801,1,1,42,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1,1.0,1.0,4,2,2,1,1,1.0,1.0,3.0
18428,68665,2,,2,,6,3,1,2,2.0,2,1,2,3,5,1,3,1,2,Version 3,0.590627908706665,2,1,16,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3,2.0,2.0,3,4,3,2,3,4.0,1.0,1.0
18437,68698,1,2.0,1,2.0,3,2,2,2,2.0,1,2,5,3,1,1,1,5,3,Version 3,0.183238670229912,1,1,29,4.0,1.0,3.0,1.0,1.0,1.0,2.0,4,2.0,3.0,3,3,2,2,3,3.0,1.0,3.0
18438,68699,1,2.0,1,2.0,3,2,2,2,2.0,1,2,5,3,1,1,1,5,3,Version 3,0.183238670229912,1,1,29,4.0,1.0,3.0,1.0,1.0,1.0,2.0,4,2.0,3.0,3,3,2,2,3,3.0,1.0,3.0
18439,68703,2,2.0,2,2.0,4,2,1,4,2.0,1,2,6,3,1,1,2,5,3,Version 3,0.313378393650055,2,1,25,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3,1.0,4.0,3,4,2,2,2,2.0,1.0,1.0
18449,68733,1,,1,2.0,1,1,3,2,2.0,2,1,1,1,5,1,1,1,1,Version 3,0.0476256273686886,1,1,42,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1,2.0,1.0,1,1,1,1,1,3.0,1.0,6.0
18457,68768,2,1.0,1,2.0,1,1,3,2,,1,2,5,1,2,1,1,2,3,Version 3,2.34701704978943,1,1,26,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1,2.0,1.0,3,1,1,1,1,3.0,1.0,3.0
18462,68790,1,1.0,1,1.0,5,7,3,2,2.0,4,1,1,2,7,2,1,2,3,Version 3,1.1099573373794598,3,2,26,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2,1.0,3.0,1,2,1,1,1,1.0,2.0,6.0
18465,68807,3,,1,2.0,3,2,3,1,2.0,1,2,5,2,2,1,1,2,3,Version 3,0.0809907093644142,1,1,42,3.0,1.0,4.0,2.0,1.0,2.0,1.0,2,2.0,3.0,2,2,2,1,1,3.0,2.0,3.0
18466,68810,2,,1,,2,1,1,4,2.0,1,2,5,1,2,1,3,1,1,Version 3,0.39284658432006797,1,1,16,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1,2.0,3.0,4,1,1,1,2,3.0,1.0,1.0
18468,68814,1,1.0,1,1.0,2,9,3,3,1.0,6,1,1,1,5,3,1,2,3,Version 3,0.95119297504425,5,2,26,1.0,5.0,3.0,1.0,1.0,1.0,2.0,1,2.0,3.0,1,1,1,1,1,3.0,2.0,1.0
18475,68844,1,1.0,1,,8,4,3,2,2.0,2,1,1,2,7,1,2,2,3,Version 3,0.5491322875022889,1,1,13,4.0,1.0,1.0,1.0,2.0,2.0,2.0,1,1.0,1.0,1,1,1,1,1,1.0,2.0,3.0
18476,68845,1,1.0,1,,8,4,3,2,2.0,2,1,1,2,7,1,2,2,3,Version 3,0.5491322875022889,1,1,13,4.0,1.0,1.0,1.0,2.0,2.0,2.0,1,1.0,1.0,1,1,1,1,1,1.0,2.0,3.0
18478,68855,2,,1,2.0,1,1,3,1,2.0,3,4,3,1,4,1,1,2,3,Version 3,0.11299389600753801,1,1,42,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4,2.0,1.0,1,2,3,3,2,3.0,1.0,3.0
18481,68867,2,,2,2.0,3,2,3,4,2.0,1,2,6,3,1,1,1,1,2,Version 3,0.11751364916563001,2,1,42,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1,2.0,2.0,4,3,2,2,3,4.0,1.0,3.0
18485,68890,2,,2,,2,1,1,4,2.0,1,2,6,3,1,1,3,1,2,Version 3,0.461870938539505,2,1,16,3.0,2.0,3.0,2.0,1.0,1.0,2.0,2,2.0,4.0,3,2,2,2,3,4.0,1.0,1.0
18499,68953,2,,1,,3,2,1,2,2.0,1,2,5,3,1,1,3,1,1,Version 3,0.5023614764213561,1,1,16,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1,1.0,3.0,4,1,2,2,1,1.0,1.0,7.0
18502,68972,2,2.0,1,2.0,3,2,1,5,2.0,1,2,5,3,1,1,2,5,3,Version 3,0.273810923099518,1,1,25,2.0,2.0,2.0,1.0,1.0,1.0,1.0,4,1.0,3.0,3,2,2,2,3,1.0,1.0,1.0
18508,68996,1,,1,,5,11,1,4,1.0,7,3,3,1,4,3,3,1,3,Version 3,0.45748943090438793,5,2,16,1.0,5.0,2.0,1.0,1.0,1.0,1.0,3,1.0,3.0,2,1,1,1,1,1.0,1.0,1.0
18513,69023,1,,1,,3,6,1,2,2.0,4,1,1,2,7,2,3,1,3,Version 3,0.313496500253677,3,2,16,4.0,1.0,2.0,2.0,1.0,1.0,1.0,3,2.0,3.0,1,1,1,1,1,3.0,2.0,7.0
18514,69027,1,1.0,1,1.0,1,1,3,2,2.0,2,1,1,2,7,1,1,2,3,Version 3,0.95119297504425,1,1,26,3.0,1.0,1.0,2.0,2.0,2.0,2.0,4,1.0,1.0,1,1,1,1,2,1.0,2.0,7.0
18519,69054,1,1.0,2,1.0,1,9,3,1,1.0,7,4,4,1,4,3,1,2,3,Version 3,1.08435654640198,6,2,26,4.0,1.0,1.0,1.0,2.0,2.0,2.0,1,2.0,2.0,4,2,1,2,1,4.0,1.0,7.0
18521,69063,1,,1,1.0,2,1,3,4,2.0,2,1,1,2,7,1,1,1,1,Version 3,0.0476256273686886,1,1,42,4.0,1.0,1.0,2.0,2.0,2.0,2.0,4,1.0,1.0,1,1,1,1,2,1.0,2.0,7.0
